Name,Surname,Date birth,Unit,Class,Sex,Race,Citizenship,Married,Children,Salary per day,Territory,Occupation,Pets,Food
Victor,Kizito,1987-11-27,Peon,Worker,Male,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Tree,5,1.00
William,Lule,1990-05-12,Peon,Worker,Male,Orc,Durotar,Yes,5,1.00,Durotar,Tree,2,1.00
Xavier,Sserunkuuma,1983-12-10,Peon,Worker,Male,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Gold,3,1.00
Yasin,Nsubuga,1989-06-04,Peon,Worker,Male,Orc,Orgrimmar,Yes,4,1.00,Orgrimmar,Tree,5,1.00
Zion,Kabirizi,1994-11-01,Peon,Worker,Male,Orc,Orgrimmar,Yes,2,1.00,Orgrimmar,Gold,3,1.00
Allan,Nakaayi,1985-07-21,Peon,Worker,Male,Orc,Durotar,Yes,3,1.00,Durotar,Gold,5,1.00
Ben,Kato,1991-09-15,Peon,Worker,Male,Orc,Orgrimmar,Yes,3,1.00,Orgrimmar,Gold,3,1.00
Chris,Waiswa,1986-10-18,Peon,Worker,Male,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Tree,7,1.00
Daniel,Muwonge,1995-04-14,Peon,Worker,Male,Orc,Durotar,Yes,5,1.00,Durotar,Gold,1,1.00
Edward,Ssemakula,1989-03-05,Peon,Worker,Male,Orc,Durotar,Yes,1,1.00,Durotar,Tree,5,1.00
Farouk,Nsubuga,1990-01-11,Peon,Worker,Male,Orc,Orgrimmar,Yes,3,1.00,Orgrimmar,Tree,1,1.00
Gilbert,Turyatunga,1986-02-08,Peon,Worker,Male,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Tree,4,1.00
Harrison,Mukiibi,1993-06-17,Peon,Worker,Male,Orc,Durotar,Yes,4,1.00,Durotar,Gold,6,1.00
Ibrahim,Lubega,1985-11-09,Peon,Worker,Male,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Gold,5,1.00
John,Byaruhanga,1991-04-24,Peon,Worker,Male,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Tree,2,1.00
Kassim,Nakato,1995-07-23,Peon,Worker,Male,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Gold,6,1.00
Leonard,Kato,1983-05-16,Peon,Worker,Male,Orc,Durotar,Yes,1,1.00,Durotar,Tree,6,1.00
Maurice,Namirembe,1992-01-25,Peon,Worker,Male,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Gold,4,1.00
Norbert,Nsubuga,1988-09-11,Peon,Worker,Male,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Tree,5,1.00
Osman,Kizito,1994-05-09,Peon,Worker,Male,Orc,Durotar,Yes,4,1.00,Durotar,Tree,4,1.00
Paul,Sserunjogi,1986-07-22,Peon,Worker,Male,Orc,Orgrimmar,Yes,5,1.00,Orgrimmar,Gold,4,1.00
Richard,Muwonge,1990-12-04,Peon,Worker,Male,Orc,Durotar,Yes,5,1.00,Durotar,Gold,5,1.00
Stephen,Kamya,1992-02-28,Peon,Worker,Male,Orc,Durotar,Yes,1,1.00,Durotar,Gold,4,1.00
Tony,Kiwalabye,1985-06-10,Peon,Worker,Male,Orc,Durotar,No,0,1.00,Durotar,Gold,5,1.00
Umar,Kasasa,1995-09-18,Peon,Worker,Male,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Tree,3,1.00
Victor,Nakalembe,1987-01-21,Peon,Worker,Male,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Gold,6,1.00
Wilson,Ssenyonga,1992-07-13,Peon,Worker,Male,Orc,Durotar,Yes,2,1.00,Durotar,Gold,4,1.00
Alex,Kato,1984-08-22,Peon,Worker,Male,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Tree,2,1.00
Brian,Kabirizi,1991-12-10,Peon,Worker,Male,Orc,Durotar,No,0,1.00,Durotar,Gold,5,1.00
Charles,Sserunjogi,1987-03-12,Peon,Worker,Male,Orc,Orgrimmar,Yes,3,1.00,Orgrimmar,Tree,7,1.00
David,Nakiyingi,1995-11-15,Peon,Worker,Male,Orc,Orgrimmar,Yes,5,1.00,Orgrimmar,Gold,3,1.00
Emmanuel,Kato,1986-04-04,Peon,Worker,Male,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Tree,3,1.00
Frank,Mukiibi,1990-12-25,Peon,Worker,Male,Orc,Orgrimmar,Yes,4,1.00,Orgrimmar,Tree,3,1.00
George,Kasaija,1984-02-12,Peon,Worker,Male,Orc,Durotar,Yes,3,1.00,Durotar,Gold,3,1.00
Henry,Lubega,1992-05-18,Peon,Worker,Male,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Gold,1,1.00
Isaac,Byaruhanga,1987-10-07,Peon,Worker,Male,Orc,Durotar,No,0,1.00,Durotar,Gold,5,1.00
Jacob,Nsubuga,1993-06-22,Peon,Worker,Male,Orc,Orgrimmar,Yes,5,1.00,Orgrimmar,Gold,7,1.00
Joseph,Kamoga,1985-11-21,Peon,Worker,Male,Orc,Durotar,Yes,5,1.00,Durotar,Gold,7,1.00
Kenneth,Nsubuga,1990-08-16,Peon,Worker,Male,Orc,Orgrimmar,Yes,4,1.00,Orgrimmar,Tree,7,1.00
Lawrence,Kasule,1989-04-15,Peon,Worker,Male,Orc,Orgrimmar,Yes,4,1.00,Orgrimmar,Gold,1,1.00
Michael,Nakaayi,1984-07-14,Peon,Worker,Male,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Gold,1,1.00
Nathan,Lubega,1991-05-09,Peon,Worker,Male,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Tree,2,1.00
Oliver,Kiwalabye,1987-12-06,Peon,Worker,Male,Orc,Durotar,No,0,1.00,Durotar,Tree,2,1.00
Patrick,Mukiibi,1994-02-20,Peon,Worker,Male,Orc,Durotar,Yes,2,1.00,Durotar,Tree,7,1.00
Richard,Sserunjogi,1986-03-08,Peon,Worker,Male,Orc,Durotar,Yes,1,1.00,Durotar,Gold,3,1.00
Samuel,Nakato,1992-10-19,Peon,Worker,Male,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Tree,5,1.00
Thomas,Kato,1990-12-23,Peon,Worker,Male,Orc,Durotar,Yes,1,1.00,Durotar,Tree,1,1.00
Umar,Byaruhanga,1983-09-12,Peon,Worker,Male,Orc,Orgrimmar,Yes,1,1.00,Orgrimmar,Tree,7,1.00
Victor,Mugisha,1989-01-29,Peon,Worker,Male,Orc,Durotar,Yes,5,1.00,Durotar,Gold,6,1.00
William,Kanyere,1994-05-11,Peon,Worker,Male,Orc,Durotar,No,0,1.00,Durotar,Tree,5,1.00
Xavier,Kato,1986-06-29,Peon,Worker,Male,Orc,Durotar,No,0,1.00,Durotar,Tree,7,1.00
Yasin,Kamya,1991-11-18,Peon,Worker,Male,Orc,Orgrimmar,Yes,3,1.00,Orgrimmar,Tree,7,1.00
Zion,Turyatunga,1995-03-23,Peon,Worker,Male,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Tree,2,1.00
Allan,Muwonge,1987-07-11,Peon,Worker,Male,Orc,Durotar,No,0,1.00,Durotar,Gold,1,1.00
Ben,Nakalema,1992-08-21,Peon,Worker,Male,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Gold,5,1.00
Chris,Ssenyonga,1985-10-05,Peon,Worker,Male,Orc,Durotar,Yes,5,1.00,Durotar,Tree,6,1.00
Daniel,Mukiibi,1994-07-13,Peon,Worker,Male,Orc,Durotar,No,0,1.00,Durotar,Gold,4,1.00
Edward,Kato,1988-11-20,Peon,Worker,Male,Orc,Durotar,No,0,1.00,Durotar,Gold,2,1.00
Farouk,Ssemakula,1992-03-14,Peon,Worker,Male,Orc,Durotar,No,0,1.00,Durotar,Gold,4,1.00
Gilbert,Lubega,1983-07-24,Peon,Worker,Male,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Tree,2,1.00
Harrison,Nakato,1995-12-29,Peon,Worker,Male,Orc,Orgrimmar,Yes,4,1.00,Orgrimmar,Tree,6,1.00
Ibrahim,Namirembe,1984-02-18,Peon,Worker,Male,Orc,Durotar,No,0,1.00,Durotar,Tree,5,1.00
John,Kiwalabye,1989-04-10,Peon,Worker,Male,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Gold,5,1.00
Kassim,Kasasa,1992-09-11,Peon,Worker,Male,Orc,Durotar,No,0,1.00,Durotar,Tree,4,1.00
Leonard,Nsubuga,1987-05-03,Peon,Worker,Male,Orc,Orgrimmar,Yes,2,1.00,Orgrimmar,Tree,3,1.00
Maurice,Nakaayi,1994-01-19,Peon,Worker,Male,Orc,Durotar,No,0,1.00,Durotar,Gold,7,1.00
Norbert,Sserunjogi,1986-12-07,Peon,Worker,Male,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Tree,4,1.00
Osman,Kato,1990-11-13,Peon,Worker,Male,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Gold,4,1.00
Paul,Kamya,1985-03-08,Peon,Worker,Male,Orc,Orgrimmar,Yes,4,1.00,Orgrimmar,Gold,4,1.00
Richard,Byaruhanga,1991-06-26,Peon,Worker,Male,Orc,Durotar,Yes,2,1.00,Durotar,Tree,2,1.00
Stephen,Kiwalabye,1994-10-12,Peon,Worker,Male,Orc,Durotar,Yes,2,1.00,Durotar,Tree,5,1.00
Tony,Nakalemba,1989-01-05,Peon,Worker,Male,Orc,Durotar,Yes,2,1.00,Durotar,Tree,6,1.00
Umar,Nsubuga,1992-04-20,Peon,Worker,Male,Orc,Orgrimmar,Yes,5,1.00,Orgrimmar,Gold,2,1.00
Victor,Ssemakula,1986-08-29,Peon,Worker,Male,Orc,Durotar,Yes,4,1.00,Durotar,Gold,6,1.00
William,Lubega,1995-11-30,Peon,Worker,Male,Orc,Orgrimmar,Yes,1,1.00,Orgrimmar,Tree,7,1.00
Xavier,Kasaija,1987-02-04,Peon,Worker,Male,Orc,Durotar,Yes,3,1.00,Durotar,Tree,3,1.00
Yasin,Kabirizi,1990-06-15,Peon,Worker,Male,Orc,Orgrimmar,Yes,1,1.00,Orgrimmar,Gold,2,1.00
Zion,Muwonge,1995-05-12,Peon,Worker,Male,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Tree,4,1.00
Allan,Nakato,1984-03-14,Peon,Worker,Male,Orc,Durotar,No,0,1.00,Durotar,Gold,2,1.00
Ben,Kamya,1991-04-18,Peon,Worker,Male,Orc,Durotar,Yes,5,1.00,Durotar,Tree,4,1.00
Chris,Kato,1987-11-20,Peon,Worker,Male,Orc,Orgrimmar,Yes,2,1.00,Orgrimmar,Tree,2,1.00
Daniel,Kiwalabye,1992-08-26,Peon,Worker,Male,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Gold,2,1.00
Edward,Nsubuga,1985-09-15,Peon,Worker,Male,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Gold,6,1.00
Farouk,Kasule,1993-04-21,Peon,Worker,Male,Orc,Orgrimmar,Yes,1,1.00,Orgrimmar,Tree,1,1.00
Gilbert,Mugisha,1990-01-30,Peon,Worker,Male,Orc,Durotar,Yes,2,1.00,Durotar,Tree,2,1.00
Harrison,Ssenyonga,1982-05-06,Peon,Worker,Male,Orc,Durotar,Yes,1,1.00,Durotar,Gold,5,1.00
Ibrahim,Nakaayi,1988-10-29,Peon,Worker,Male,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Gold,4,1.00
John,Nakalema,1994-02-14,Peon,Worker,Male,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Tree,1,1.00
Kassim,Muwonge,1986-12-01,Peon,Worker,Male,Orc,Orgrimmar,Yes,4,1.00,Orgrimmar,Gold,4,1.00
Leonard,Sserunjogi,1995-07-25,Peon,Worker,Male,Orc,Durotar,No,0,1.00,Durotar,Tree,3,1.00
Maurice,Ssemakula,1983-06-15,Peon,Worker,Male,Orc,Orgrimmar,Yes,3,1.00,Orgrimmar,Tree,6,1.00
Norbert,Nsubuga,1990-08-22,Peon,Worker,Male,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Gold,1,1.00
Osman,Kiwalabye,1987-03-13,Peon,Worker,Male,Orc,Durotar,No,0,1.00,Durotar,Gold,5,1.00
Paul,Namirembe,1992-06-20,Peon,Worker,Male,Orc,Durotar,No,0,1.00,Durotar,Gold,2,1.00
Richard,Nakalemba,1985-01-12,Peon,Worker,Male,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Gold,7,1.00
Stephen,Kasasa,1991-05-29,Peon,Worker,Male,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Gold,3,1.00
Tony,Byaruhanga,1994-09-03,Peon,Worker,Male,Orc,Orgrimmar,Yes,3,1.00,Orgrimmar,Gold,7,1.00
Umar,Lubega,1989-12-14,Peon,Worker,Male,Orc,Orgrimmar,Yes,3,1.00,Orgrimmar,Gold,7,1.00
Victor,Kato,1995-06-30,Peon,Worker,Male,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Tree,7,1.00
William,Kiwalabye,1986-09-09,Peon,Worker,Male,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Tree,1,1.00
Xavier,Mukiibi,1990-11-22,Peon,Worker,Male,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Gold,5,1.00
Yasin,Kato,1992-07-19,Peon,Worker,Male,Orc,Durotar,No,0,1.00,Durotar,Tree,3,1.00
Zion,Nsubuga,1984-04-11,Peon,Worker,Male,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Tree,3,1.00
Allan,Sserunjogi,1987-11-01,Peon,Worker,Male,Orc,Orgrimmar,Yes,5,1.00,Orgrimmar,Tree,5,1.00
Ben,Namirembe,1995-05-20,Peon,Worker,Male,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Tree,1,1.00
Chris,Kato,1989-07-04,Peon,Worker,Male,Orc,Orgrimmar,Yes,3,1.00,Orgrimmar,Gold,6,1.00
Daniel,Nsubuga,1985-03-22,Peon,Worker,Male,Orc,Orgrimmar,Yes,4,1.00,Orgrimmar,Gold,5,1.00
Edward,Lubega,1992-10-16,Peon,Worker,Male,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Tree,7,1.00
Farouk,Byaruhanga,1986-11-12,Peon,Worker,Male,Orc,Durotar,Yes,3,1.00,Durotar,Gold,4,1.00
Gilbert,Kasaija,1991-01-21,Peon,Worker,Male,Orc,Durotar,Yes,2,1.00,Durotar,Gold,6,1.00
Harrison,Kamya,1993-09-14,Peon,Worker,Male,Orc,Durotar,No,0,1.00,Durotar,Tree,7,1.00
Ibrahim,Nsubuga,1994-12-23,Peon,Worker,Male,Orc,Durotar,No,0,1.00,Durotar,Gold,6,1.00
John,Muwonge,1987-07-30,Peon,Worker,Male,Orc,Durotar,No,0,1.00,Durotar,Gold,5,1.00
Kassim,Ssemakula,1985-02-25,Peon,Worker,Male,Orc,Durotar,No,0,1.00,Durotar,Tree,4,1.00
Leonard,Kiwalabye,1990-04-08,Peon,Worker,Male,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Gold,5,1.00
Maurice,Nakato,1992-08-27,Peon,Worker,Male,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Gold,1,1.00
Norbert,Lubega,1983-10-09,Peon,Worker,Male,Orc,Durotar,Yes,4,1.00,Durotar,Gold,7,1.00
Osman,Nsubuga,1994-05-21,Peon,Worker,Male,Orc,Durotar,No,0,1.00,Durotar,Gold,4,1.00
Paul,Kamya,1987-12-04,Peon,Worker,Male,Orc,Durotar,Yes,3,1.00,Durotar,Tree,1,1.00
Richard,Nakalemba,1990-07-15,Peon,Worker,Male,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Tree,1,1.00
Stephen,Kasule,1991-11-19,Peon,Worker,Male,Orc,Durotar,No,0,1.00,Durotar,Tree,2,1.00
Tony,Mukiibi,1985-04-08,Peon,Worker,Male,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Tree,5,1.00
Umar,Sserunjogi,1995-02-13,Peon,Worker,Male,Orc,Orgrimmar,Yes,2,1.00,Orgrimmar,Gold,3,1.00
Victor,Kato,1986-12-24,Peon,Worker,Male,Orc,Durotar,Yes,2,1.00,Durotar,Tree,1,1.00
William,Ssenyonga,1994-05-14,Peon,Worker,Male,Orc,Durotar,Yes,4,1.00,Durotar,Gold,7,1.00
Xavier,Nakalemba,1990-08-25,Peon,Worker,Male,Orc,Orgrimmar,Yes,1,1.00,Orgrimmar,Gold,2,1.00
Yasin,Kasaija,1987-03-17,Peon,Worker,Male,Orc,Durotar,No,0,1.00,Durotar,Gold,3,1.00
Zion,Ssemakula,1992-01-04,Peon,Worker,Male,Orc,Orgrimmar,Yes,5,1.00,Orgrimmar,Gold,7,1.00
Aisha,Nsubuga,1990-01-15,Peon,Worker,Female,Orc,Orgrimmar,Yes,5,1.00,Orgrimmar,Tree,4,1.00
Amina,Kato,1985-05-24,Peon,Worker,Female,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Gold,3,1.00
Anita,Namirembe,1992-07-10,Peon,Worker,Female,Orc,Durotar,Yes,3,1.00,Durotar,Tree,5,1.00
Brenda,Ssenyonga,1988-09-19,Peon,Worker,Female,Orc,Durotar,Yes,1,1.00,Durotar,Tree,5,1.00
Carol,Kabirizi,1995-02-21,Peon,Worker,Female,Orc,Orgrimmar,Yes,5,1.00,Orgrimmar,Gold,6,1.00
Diana,Kamya,1993-11-13,Peon,Worker,Female,Orc,Durotar,No,0,1.00,Durotar,Gold,4,1.00
Doreen,Mukiibi,1987-04-07,Peon,Worker,Female,Orc,Orgrimmar,Yes,3,1.00,Orgrimmar,Tree,7,1.00
Edith,Nakaayi,1991-10-05,Peon,Worker,Female,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Tree,3,1.00
Emily,Kiwalabye,1984-06-14,Peon,Worker,Female,Orc,Durotar,No,0,1.00,Durotar,Tree,7,1.00
Esther,Lubega,1990-03-29,Peon,Worker,Female,Orc,Orgrimmar,Yes,4,1.00,Orgrimmar,Tree,5,1.00
Florence,Nsubuga,1985-08-17,Peon,Worker,Female,Orc,Durotar,Yes,5,1.00,Durotar,Gold,2,1.00
Gladys,Kato,1994-12-08,Peon,Worker,Female,Orc,Orgrimmar,Yes,4,1.00,Orgrimmar,Gold,3,1.00
Grace,Sserunjogi,1992-01-22,Peon,Worker,Female,Orc,Durotar,Yes,5,1.00,Durotar,Tree,1,1.00
Hilda,Namirembe,1987-11-04,Peon,Worker,Female,Orc,Durotar,Yes,4,1.00,Durotar,Gold,7,1.00
Hope,Muwonge,1993-05-19,Peon,Worker,Female,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Tree,2,1.00
Irene,Kasaija,1989-02-09,Peon,Worker,Female,Orc,Orgrimmar,Yes,4,1.00,Orgrimmar,Gold,1,1.00
Jennifer,Kabirizi,1991-12-03,Peon,Worker,Female,Orc,Durotar,Yes,5,1.00,Durotar,Tree,4,1.00
Joan,Kiwalabye,1990-07-15,Peon,Worker,Female,Orc,Durotar,Yes,5,1.00,Durotar,Gold,3,1.00
Julia,Ssenyonga,1986-06-12,Peon,Worker,Female,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Gold,1,1.00
Karen,Kamya,1985-04-23,Peon,Worker,Female,Orc,Orgrimmar,Yes,5,1.00,Orgrimmar,Tree,3,1.00
Kate,Namirembe,1994-09-18,Peon,Worker,Female,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Tree,6,1.00
Lillian,Lubega,1988-10-21,Peon,Worker,Female,Orc,Orgrimmar,Yes,4,1.00,Orgrimmar,Tree,3,1.00
Lilian,Kato,1992-03-07,Peon,Worker,Female,Orc,Durotar,Yes,5,1.00,Durotar,Tree,6,1.00
Lydia,Kiwalabye,1991-08-25,Peon,Worker,Female,Orc,Orgrimmar,Yes,3,1.00,Orgrimmar,Gold,4,1.00
Margaret,Sserunjogi,1986-07-29,Peon,Worker,Female,Orc,Orgrimmar,Yes,4,1.00,Orgrimmar,Gold,5,1.00
Maria,Nsubuga,1994-01-16,Peon,Worker,Female,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Gold,5,1.00
Mary,Kato,1987-11-22,Peon,Worker,Female,Orc,Orgrimmar,Yes,3,1.00,Orgrimmar,Gold,1,1.00
Mercy,Nakalemba,1992-10-03,Peon,Worker,Female,Orc,Durotar,No,0,1.00,Durotar,Tree,3,1.00
Miriam,Mukiibi,1990-12-07,Peon,Worker,Female,Orc,Durotar,Yes,4,1.00,Durotar,Tree,2,1.00
Monica,Ssenyonga,1985-05-01,Peon,Worker,Female,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Tree,3,1.00
Nancy,Kamya,1991-03-17,Peon,Worker,Female,Orc,Orgrimmar,Yes,2,1.00,Orgrimmar,Tree,7,1.00
Naomi,Nsubuga,1995-04-25,Peon,Worker,Female,Orc,Durotar,No,0,1.00,Durotar,Gold,6,1.00
Pauline,Kiwalabye,1987-02-18,Peon,Worker,Female,Orc,Durotar,No,0,1.00,Durotar,Gold,2,1.00
Phoebe,Kasaija,1994-08-12,Peon,Worker,Female,Orc,Orgrimmar,Yes,4,1.00,Orgrimmar,Gold,4,1.00
Rachel,Namirembe,1992-09-29,Peon,Worker,Female,Orc,Durotar,No,0,1.00,Durotar,Gold,1,1.00
Rebecca,Kato,1990-11-11,Peon,Worker,Female,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Gold,5,1.00
Rita,Lubega,1986-07-03,Peon,Worker,Female,Orc,Durotar,No,0,1.00,Durotar,Gold,5,1.00
Rose,Kabirizi,1994-12-09,Peon,Worker,Female,Orc,Durotar,Yes,3,1.00,Durotar,Gold,3,1.00
Ruth,Muwonge,1985-09-18,Peon,Worker,Female,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Tree,5,1.00
Sandra,Kamya,1993-05-27,Peon,Worker,Female,Orc,Durotar,No,0,1.00,Durotar,Tree,6,1.00
Sarah,Nsubuga,1991-04-01,Peon,Worker,Female,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Tree,1,1.00
Sheila,Kiwalabye,1987-10-15,Peon,Worker,Female,Orc,Orgrimmar,Yes,3,1.00,Orgrimmar,Gold,1,1.00
Shilla,Namirembe,1992-12-07,Peon,Worker,Female,Orc,Durotar,Yes,4,1.00,Durotar,Tree,6,1.00
Stella,Sserunjogi,1986-11-20,Peon,Worker,Female,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Gold,5,1.00
Susan,Kato,1990-03-15,Peon,Worker,Female,Orc,Durotar,No,0,1.00,Durotar,Gold,1,1.00
Sylvia,Nakalemba,1994-01-23,Peon,Worker,Female,Orc,Orgrimmar,Yes,3,1.00,Orgrimmar,Gold,2,1.00
Veronica,Kasaija,1985-06-26,Peon,Worker,Female,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Tree,7,1.00
Vivian,Kamya,1993-08-16,Peon,Worker,Female,Orc,Durotar,Yes,2,1.00,Durotar,Tree,6,1.00
Agnes,Mukiibi,1989-12-31,Peon,Worker,Female,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Tree,6,1.00
Angela,Nsubuga,1990-05-10,Peon,Worker,Female,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Tree,1,1.00
Beatrice,Kabirizi,1987-03-12,Peon,Worker,Female,Orc,Durotar,Yes,4,1.00,Durotar,Gold,4,1.00
Betty,Namirembe,1992-07-22,Peon,Worker,Female,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Tree,5,1.00
Catherine,Ssenyonga,1988-08-09,Peon,Worker,Female,Orc,Orgrimmar,Yes,5,1.00,Orgrimmar,Gold,7,1.00
Celia,Kiwalabye,1991-09-03,Peon,Worker,Female,Orc,Durotar,Yes,1,1.00,Durotar,Tree,5,1.00
Christine,Lubega,1994-02-05,Peon,Worker,Female,Orc,Durotar,No,0,1.00,Durotar,Gold,5,1.00
Cynthia,Kamya,1986-12-17,Peon,Worker,Female,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Tree,7,1.00
Deborah,Nakalemba,1990-11-19,Peon,Worker,Female,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Tree,4,1.00
Doris,Mukiibi,1994-06-11,Peon,Worker,Female,Orc,Durotar,Yes,3,1.00,Durotar,Gold,2,1.00
Elizabeth,Kato,1995-03-23,Peon,Worker,Female,Orc,Durotar,No,0,1.00,Durotar,Gold,2,1.00
Emily,Ssenyonga,1989-10-04,Peon,Worker,Female,Orc,Orgrimmar,Yes,4,1.00,Orgrimmar,Tree,1,1.00
Esther,Nsubuga,1987-08-29,Peon,Worker,Female,Orc,Orgrimmar,Yes,1,1.00,Orgrimmar,Tree,5,1.00
Florence,Kiwalabye,1990-09-17,Peon,Worker,Female,Orc,Orgrimmar,Yes,5,1.00,Orgrimmar,Tree,1,1.00
Harriet,Namirembe,1992-05-12,Peon,Worker,Female,Orc,Durotar,No,0,1.00,Durotar,Gold,2,1.00
Helen,Lubega,1986-03-14,Peon,Worker,Female,Orc,Orgrimmar,Yes,4,1.00,Orgrimmar,Tree,4,1.00
Irene,Kamya,1991-12-10,Peon,Worker,Female,Orc,Durotar,Yes,5,1.00,Durotar,Gold,4,1.00
Janet,Kabirizi,1994-11-05,Peon,Worker,Female,Orc,Durotar,Yes,2,1.00,Durotar,Tree,3,1.00
Jessica,Ssenyonga,1985-07-29,Peon,Worker,Female,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Tree,5,1.00
Joan,Mukiibi,1993-01-25,Peon,Worker,Female,Orc,Orgrimmar,Yes,1,1.00,Orgrimmar,Gold,3,1.00
Judith,Nsubuga,1988-06-14,Peon,Worker,Female,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Gold,1,1.00
Karen,Kato,1995-08-30,Peon,Worker,Female,Orc,Durotar,Yes,2,1.00,Durotar,Tree,6,1.00
Lydia,Nakalemba,1987-09-21,Peon,Worker,Female,Orc,Orgrimmar,Yes,2,1.00,Orgrimmar,Tree,2,1.00
Maria,Kiwalabye,1992-10-16,Peon,Worker,Female,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Tree,4,1.00
Mary,Kamya,1990-07-25,Peon,Worker,Female,Orc,Durotar,Yes,1,1.00,Durotar,Tree,6,1.00
Mercy,Ssenyonga,1986-11-02,Peon,Worker,Female,Orc,Durotar,Yes,4,1.00,Durotar,Tree,4,1.00
Naomi,Namirembe,1993-03-18,Peon,Worker,Female,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Tree,2,1.00
Patricia,Lubega,1989-05-12,Peon,Worker,Female,Orc,Durotar,No,0,1.00,Durotar,Tree,4,1.00
Rachel,Nsubuga,1991-06-29,Peon,Worker,Female,Orc,Durotar,Yes,2,1.00,Durotar,Tree,4,1.00
Rebecca,Kato,1985-02-21,Peon,Worker,Female,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Gold,1,1.00
Rose,Kiwalabye,1994-12-20,Peon,Worker,Female,Orc,Durotar,Yes,3,1.00,Durotar,Tree,7,1.00
Ruth,Mukiibi,1987-08-19,Peon,Worker,Female,Orc,Orgrimmar,Yes,2,1.00,Orgrimmar,Tree,6,1.00
Sandra,Kamya,1992-07-13,Peon,Worker,Female,Orc,Orgrimmar,No,0,1.00,Orgrimmar,Gold,4,1.00
Sarah,Kabirizi,1989-04-01,Peon,Worker,Female,Orc,Durotar,Yes,2,1.00,Durotar,Gold,5,1.00
Sheila,Namirembe,1991-11-22,Peon,Worker,Female,Orc,Durotar,Yes,4,1.00,Durotar,Gold,4,1.00
Shilla,Ssenyonga,1986-12-05,Peon,Worker,Female,Orc,Durotar,Yes,5,1.00,Durotar,Gold,3,1.00
Stella,Lubega,1994-03-29,Peon,Worker,Female,Orc,Orgrimmar,Yes,2,1.00,Orgrimmar,Tree,1,1.00
